contratoconvenio_saida;numero_empenho;data_registro_doc_empenho;razao_social_credor;cnpj_cpf_credor_formatado;unidade_orcamentaria_codigo;unidade_orcamentaria_sigla;unidade_orcamentaria_nome;elemento_despesa_codigo;elemento_despesa_descricao;item_despesa_codigo;item_despesa_descricao;fonte_recurso_codigo;fonte_recurso_descricao;valor_despesa_empenhada;valor_despesa_liquidada;valor_pago_financeiro
9331766;2771;2022-04-18 00:00:00;PM VERDELANDIA;01.612.505/0001-70;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;100000,0;100000,0;100000,0
9331767;2772;2022-04-18 00:00:00;PM SANTA JULIANA;18.140.780/0001-30;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;100000,0;100000,0;100000,0
9331768;2763;2022-04-18 00:00:00;PM LARANJAL;17.947.615/0001-22;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1822156,0;1822156,0;1822156,0
9331769;644;2022-04-18 00:00:00;PM SAO ROMAO;24.891.418/0001-02;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;542203,64;542203,64;542203,64
9331771;861;2022-04-13 00:00:00;PM PAULA CANDIDO;17.763.715/0001-07;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;300000,0;300000,0;300000,0
9331773;860;2022-04-13 00:00:00;PM ORATORIOS;01.616.836/0001-88;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;350000,0;350000,0;350000,0
9331900;3507;2022-06-08 00:00:00;PM CARLOS CHAGAS;18.477.315/0001-90;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;938266,67;938266,67;938266,67
9331901;3508;2022-06-08 00:00:00;PM CARRANCAS;17.953.332/0001-93;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;2070366,67;2070366,67;2070366,67
9331902;2778;2022-04-19 00:00:00;PM CABECEIRA GRANDE;01.603.707/0001-55;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;564033,58;564033,58;564033,58
9331903;2782;2022-04-19 00:00:00;PM SAO SEBASTIAO DO PARAISO;18.241.349/0001-80;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;749892,5;749892,5;749892,5
9331904;2791;2022-04-19 00:00:00;PM PIUMHI;16.781.346/0001-04;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;300000,0;300000,0;300000,0
9331905;2784;2022-04-19 00:00:00;PM CRISTALIA;18.017.434/0001-60;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;149999,14;149999,14;149999,14
9331906;2788;2022-04-19 00:00:00;PM MERCES;17.744.442/0001-45;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;100000,0;100000,0;100000,0
9331907;2787;2022-04-19 00:00:00;PM CABECEIRA GRANDE;01.603.707/0001-55;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;100000,0;100000,0;100000,0
9331908;2798;2022-04-19 00:00:00;PM JABOTICATUBAS;18.715.417/0001-04;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1205600,0;1205600,0;1205600,0
9331909;2800;2022-04-19 00:00:00;PM LAGOA GRANDE;23.097.454/0001-28;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;962100,0;962100,0;962100,0
9331910;3510;2022-06-08 00:00:00;PM LIBERDADE;18.029.165/0001-51;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1046976,42;1046976,42;1046976,42
9331911;2801;2022-04-19 00:00:00;PM MEDEIROS;20.920.617/0001-32;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;962100,0;962100,0;962100,0
9331912;3529;2022-06-08 00:00:00;PM MERCES;17.744.442/0001-45;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;958400,0;958400,0;958400,0
9331913;3530;2022-06-08 00:00:00;PM MIRADOURO;17.947.623/0001-79;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1514466,67;1514466,67;1514466,67
9331914;2797;2022-04-19 00:00:00;PM ITAMONTE;18.666.750/0001-62;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;623296,67;623296,67;623296,67
9331915;3531;2022-06-08 00:00:00;PM ALMENARA;18.349.894/0001-95;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;265000,0;265000,0;265000,0
9331916;2793;2022-04-19 00:00:00;PM CURRAL DE DENTRO;01.613.076/0001-55;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1351200,0;1351200,0;1351200,0
9331917;2792;2022-04-19 00:00:00;PM CUPARAQUE;01.615.422/0001-34;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;2377700,0;2377700,0;2377700,0
9331918;3532;2022-06-08 00:00:00;PM UBERABA;18.428.839/0001-90;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;2835000,0;2835000,0;2835000,0
9331919;2789;2022-04-19 00:00:00;PM NAQUE;01.613.208/0001-49;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;100000,0;100000,0;100000,0
9331920;2776;2022-04-19 00:00:00;PM UBERABA;18.428.839/0001-90;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1879705,5;1879705,5;1879705,5
9331921;2777;2022-04-19 00:00:00;PM VISCONDE DO RIO BRANCO;18.137.927/0001-33;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;564033,58;564033,58;564033,58
9331922;3533;2022-06-08 00:00:00;PM SAO FELIX DE MINAS;01.613.121/0001-71;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;479200,0;479200,0;479200,0
9331923;3152;2022-04-29 00:00:00;PM CANA VERDE;18.244.426/0001-56;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;13;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB - REGULARIZACAO DE EXERCICIOS ANTE;262930,0;262930,0;262930,0
9331925;2785;2022-04-19 00:00:00;PM BOM REPOUSO;18.675.892/0001-96;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;100000,0;100000,0;100000,0
9331926;2781;2022-04-19 00:00:00;PM LIMEIRA DO OESTE;26.042.556/0001-34;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;100000,0;100000,0;100000,0
9331927;2783;2022-04-19 00:00:00;PM SERRANOS;18.008.912/0001-75;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;100000,0;100000,0;100000,0
9331928;2786;2022-04-19 00:00:00;PM SETE LAGOAS;24.996.969/0001-22;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;199955,0;199955,0;199955,0
9331929;3534;2022-06-08 00:00:00;PM LAVRAS;18.244.376/0001-07;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1188893,34;1188893,34;1188893,34
9331930;2804;2022-04-19 00:00:00;PM MESQUITA;17.112.061/0001-43;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;530000,0;530000,0;530000,0
9331931;2794;2022-04-19 00:00:00;PM ELOI MENDES;20.347.225/0001-26;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;530000,0;530000,0;530000,0
9331932;3535;2022-06-08 00:00:00;PM CORONEL XAVIER CHAVES;18.557.546/0001-03;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1037333,33;1037333,33;1037333,33
9331933;3536;2022-06-08 00:00:00;PM SEM PEIXE;01.625.189/0001-70;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1535600,0;1535600,0;1535600,0
9331934;2779;2022-04-19 00:00:00;PM JUVENILIA;01.612.485/0001-37;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;566933,87;566933,87;566933,87
9331935;2790;2022-04-19 00:00:00;PM RIO ESPERA;24.179.665/0001-72;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;400000,0;400000,0;400000,0
9331936;3515;2022-06-08 00:00:00;PM LAGOA DOURADA;18.557.595/0001-46;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;264999,44;264999,44;264999,44
9331937;2799;2022-04-19 00:00:00;PM JACINTO;18.349.910/0001-40;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;817000,0;817000,0;817000,0
9331938;2803;2022-04-19 00:00:00;PM MARTINHO CAMPOS;18.315.234/0001-93;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;718600,0;718600,0;718600,0
9331939;2780;2022-04-19 00:00:00;PM SALINAS;24.359.333/0001-70;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;566933,87;566933,87;566933,87
9331940;2775;2022-04-19 00:00:00;PM PIEDADE DOS GERAIS;18.363.960/0001-81;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;564033,58;564033,58;564033,58
9331941;2795;2022-04-19 00:00:00;PM IRAI DE MINAS;18.158.642/0001-89;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1325000,0;1325000,0;1325000,0
9331942;2825;2022-04-25 00:00:00;PM AGUAS VERMELHAS;18.414.581/0001-73;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;41;CONTRIBUICOES;1;CONTRIBUICOES;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;391658,87;391658,87;391658,87
9331954;3484;2022-06-07 00:00:00;PM PORTO FIRME;18.567.354/0001-88;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;572825,09;572825,09;572825,09
9331956;3506;2022-06-08 00:00:00;PM CONCEICAO DO RIO VERDE;18.008.888/0001-74;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;838500,0;838500,0;838500,0
9331957;3505;2022-06-08 00:00:00;PM CAMPO FLORIDO;18.428.862/0001-85;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;317900,0;317900,0;317900,0
9331958;3161;2022-04-29 00:00:00;PM PIUMHI;16.781.346/0001-04;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;13;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB - REGULARIZACAO DE EXERCICIOS ANTE;100000,0;100000,0;100000,0
9331959;3504;2022-06-08 00:00:00;PM LIMEIRA DO OESTE;26.042.556/0001-34;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;265000,0;265000,0;265000,0
9331960;3485;2022-06-07 00:00:00;PM MATIAS CARDOSO;25.209.115/0001-11;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1106412,28;1106412,28;1106412,28
9331961;3503;2022-06-08 00:00:00;PM LUMINARIAS;18.244.301/0001-26;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;695996,67;695996,67;695996,67
9331962;3486;2022-06-07 00:00:00;PM IBIAI;16.899.700/0001-08;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;572825,09;572825,09;572825,09
9331963;3460;2022-06-07 00:00:00;PM VARGEM GRANDE DO RIO PARDO;01.612.885/0001-42;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;198079,21;198079,21;198079,21
9331964;3461;2022-06-07 00:00:00;PM CAREACU;17.935.388/0001-15;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;200000,0;200000,0;200000,0
9331965;3452;2022-06-07 00:00:00;PM PORTO FIRME;18.567.354/0001-88;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;300000,0;300000,0;300000,0
9331966;3162;2022-04-29 00:00:00;PM VERDELANDIA;01.612.505/0001-70;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;13;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB - REGULARIZACAO DE EXERCICIOS ANTE;100000,0;100000,0;100000,0
9331967;3476;2022-06-07 00:00:00;PM MONTE CARMELO;18.593.103/0001-78;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;566933,87;566933,87;566933,87
9331968;3477;2022-06-07 00:00:00;PM DIVINOPOLIS;18.291.351/0001-64;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;572825,09;572825,09;572825,09
9331969;3490;2022-06-08 00:00:00;PM MINDURI;17.954.041/0001-10;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;962100,0;962100,0;962100,0
9331970;3450;2022-06-07 00:00:00;PM CRISTIANO OTONI;19.718.402/0001-54;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;100000,0;100000,0;100000,0
9331971;3453;2022-06-07 00:00:00;PM CRUZEIRO DA FORTALEZA;18.468.041/0001-72;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;300000,0;300000,0;300000,0
9331973;3487;2022-06-08 00:00:00;PM VARGEM BONITA;16.788.309/0001-28;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;602800,0;602800,0;602800,0
9331974;3488;2022-06-08 00:00:00;PM CONSELHEIRO LAFAIETE;19.718.360/0001-51;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9331974;4489;2022-11-29 00:00:00;PM CONSELHEIRO LAFAIETE;19.718.360/0001-51;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;13;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB - REGULARIZACAO DE EXERCICIOS ANTE;697100,0;697100,0;697100,0
9331976;3478;2022-06-07 00:00:00;PM PLANURA;18.449.157/0001-64;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;763439,23;763439,23;763439,23
9331977;3717;2022-06-10 00:00:00;PM SANTANA DO PARAISO;38.515.573/0001-20;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;572825,09;572825,09;572825,09
9331979;3451;2022-06-07 00:00:00;PM VARGEM ALEGRE;01.613.128/0001-93;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;100000,0;100000,0;100000,0
9331980;3489;2022-06-08 00:00:00;PM JACUI;18.186.056/0001-48;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;937833,34;937833,34;937833,34
9332032;134;2022-05-24 00:00:00;PM BARROSO;18.094.755/0001-68;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;61967,0;61967,0;61967,0
9332036;3480;2022-06-07 00:00:00;PM UBERLANDIA;18.431.312/0001-15;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;572825,09;572825,09;572825,09
9332037;3457;2022-06-07 00:00:00;PM CARMO DO CAJURU;18.291.377/0001-02;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;300000,0;300000,0;300000,0
9332040;3491;2022-06-08 00:00:00;PM INHAPIM;20.905.865/0001-04;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;479200,0;479200,0;479200,0
9332041;3673;2022-06-10 00:00:00;PM FRANCISCOPOLIS;01.613.394/0001-16;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;100000,0;100000,0;100000,0
9332042;3492;2022-06-08 00:00:00;PM SAO FRANCISCO DO GLORIA;18.114.231/0001-91;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;784466,67;784466,67;784466,67
9332043;3502;2022-06-08 00:00:00;PM SANTO ANTONIO DO ITAMBE;18.303.222/0001-49;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;265000,0;265000,0;265000,0
9332044;3493;2022-06-08 00:00:00;PM SAO ROQUE DE MINAS;18.306.670/0001-04;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;867800,0;867800,0;867800,0
9332045;3458;2022-06-07 00:00:00;PM ITURAMA;18.457.242/0001-74;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;399985,9;399985,9;399985,9
9332046;3153;2022-04-29 00:00:00;PM ARACUAI;17.963.083/0001-17;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;13;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB - REGULARIZACAO DE EXERCICIOS ANTE;99218,2;99218,2;99218,2
9332047;3454;2022-06-07 00:00:00;PM LIMEIRA DO OESTE;26.042.556/0001-34;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;100000,0;100000,0;100000,0
9332048;3455;2022-06-07 00:00:00;PM UBAI;18.017.459/0001-63;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;100000,0;100000,0;100000,0
9332049;3456;2022-06-07 00:00:00;PM CHAPADA DO NORTE;16.886.608/0001-03;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;100000,0;100000,0;100000,0
9332056;3459;2022-06-07 00:00:00;PM ARINOS;18.125.120/0001-80;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;100000,0;100000,0;100000,0
9332057;3495;2022-06-08 00:00:00;PM CONCEICAO DO PARA;18.315.200/0001-07;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;624300,0;624300,0;624300,0
9332058;3481;2022-06-07 00:00:00;PM BRASILIA DE MINAS;18.017.442/0001-06;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;566933,87;566933,87;566933,87
9332059;3465;2022-06-07 00:00:00;PM LUMINARIAS;18.244.301/0001-26;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;299895,72;299895,72;299895,72
9332060;3155;2022-04-29 00:00:00;PM SETE LAGOAS;24.996.969/0001-22;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;13;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB - REGULARIZACAO DE EXERCICIOS ANTE;99600,0;99600,0;99600,0
