contratoconvenio_saida;numero_empenho;data_registro_doc_empenho;razao_social_credor;cnpj_cpf_credor_formatado;unidade_orcamentaria_codigo;unidade_orcamentaria_sigla;unidade_orcamentaria_nome;elemento_despesa_codigo;elemento_despesa_descricao;item_despesa_codigo;item_despesa_descricao;fonte_recurso_codigo;fonte_recurso_descricao;valor_despesa_empenhada;valor_despesa_liquidada;valor_pago_financeiro
9197096;1654;2022-09-15 00:00:00;ASSOC PAIS E AMIGOS DOS EXCEPCIONAIS;20.900.981/0001-30;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;54000,0;54000,0;54000,0
9197096;2565;2022-12-07 00:00:00;ASSOC PAIS E AMIGOS DOS EXCEPCIONAIS;20.900.981/0001-30;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;10800,0;10800,0;10800,0
9197099;284;2022-03-10 00:00:00;ASSOCIACAO DOS PAIS E AMIGOS DOS EXCEPCIONAIS;18.299.354/0001-44;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;144000,0;144000,0;144000,0
9197099;1648;2022-09-15 00:00:00;ASSOCIACAO DOS PAIS E AMIGOS DOS EXCEPCIONAIS;18.299.354/0001-44;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;144000,0;144000,0;144000,0
9197099;2554;2022-12-07 00:00:00;ASSOCIACAO DOS PAIS E AMIGOS DOS EXCEPCIONAIS;18.299.354/0001-44;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;28800,0;28800,0;28800,0
9197100;301;2022-03-10 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE;23.098.924/0001-78;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;126000,0;126000,0;126000,0
9197100;1663;2022-09-15 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE;23.098.924/0001-78;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;126000,0;126000,0;126000,0
9197100;2574;2022-12-12 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE;23.098.924/0001-78;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;25200,0;25200,0;25200,0
9197101;286;2022-03-10 00:00:00;INSTITUTO SANTA MONICA;16.813.263/0001-50;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;144000,0;144000,0;144000,0
9197101;1650;2022-09-15 00:00:00;INSTITUTO SANTA MONICA;16.813.263/0001-50;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;144000,0;144000,0;144000,0
9197101;2561;2022-12-07 00:00:00;INSTITUTO SANTA MONICA;16.813.263/0001-50;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;28800,0;28800,0;28800,0
9197102;298;2022-03-10 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;73.874.646/0001-71;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;144000,0;144000,0;144000,0
9197102;1661;2022-09-15 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;73.874.646/0001-71;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;144000,0;144000,0;144000,0
9197102;2572;2022-12-07 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;73.874.646/0001-71;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;28800,0;28800,0;28800,0
9197103;303;2022-03-11 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;20.288.940/0001-35;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;63000,0;63000,0;63000,0
9197103;1644;2022-09-15 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;20.288.940/0001-35;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;63000,0;63000,0;63000,0
9197103;2550;2022-12-07 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;20.288.940/0001-35;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;12600,0;12600,0;12600,0
9197104;296;2022-03-10 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PRADOS;26.118.448/0001-06;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;63000,0;63000,0;63000,0
9197104;1659;2022-09-15 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PRADOS;26.118.448/0001-06;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;63000,0;63000,0;63000,0
9197104;2570;2022-12-07 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PRADOS;26.118.448/0001-06;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;12600,0;12600,0;12600,0
9197105;281;2022-03-10 00:00:00;ASSOCIACAO DOS PAIS E AMIGOS DOS EXCEPCIONAIS;00.298.396/0001-03;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;144000,0;144000,0;144000,0
9197105;1646;2022-09-15 00:00:00;ASSOCIACAO DOS PAIS E AMIGOS DOS EXCEPCIONAIS;00.298.396/0001-03;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;144000,0;144000,0;144000,0
9197105;2552;2022-12-07 00:00:00;ASSOCIACAO DOS PAIS E AMIGOS DOS EXCEPCIONAIS;00.298.396/0001-03;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;28800,0;28800,0;28800,0
9197106;293;2022-03-10 00:00:00;APAE ASSOCIACAO DE PAIS E AMIGOS DE EXCEPCIONAIS DE MONTES CLAROS;21.353.925/0001-96;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;90000,0;90000,0;90000,0
9197106;1656;2022-09-15 00:00:00;APAE ASSOCIACAO DE PAIS E AMIGOS DE EXCEPCIONAIS DE MONTES CLAROS;21.353.925/0001-96;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;90000,0;90000,0;90000,0
9197106;2567;2022-12-07 00:00:00;APAE ASSOCIACAO DE PAIS E AMIGOS DE EXCEPCIONAIS DE MONTES CLAROS;21.353.925/0001-96;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;18000,0;18000,0;18000,0
9197107;288;2022-03-10 00:00:00;AASOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE LAGOA DA PRATA;20.897.203/0001-30;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;135000,0;135000,0;135000,0
9197107;1652;2022-09-15 00:00:00;AASOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE LAGOA DA PRATA;20.897.203/0001-30;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;135000,0;135000,0;135000,0
9197107;2563;2022-12-07 00:00:00;AASOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE LAGOA DA PRATA;20.897.203/0001-30;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;27000,0;27000,0;27000,0
9197108;289;2022-03-10 00:00:00;APAE LAGOA DOURADA;04.448.905/0001-80;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;72000,0;72000,0;72000,0
9197108;1653;2022-09-15 00:00:00;APAE LAGOA DOURADA;04.448.905/0001-80;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;72000,0;72000,0;72000,0
9197108;2564;2022-12-07 00:00:00;APAE LAGOA DOURADA;04.448.905/0001-80;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;14400,0;14400,0;14400,0
9197109;295;2022-03-10 00:00:00;ASS DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PARA DE MINAS;18.416.891/0001-27;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;54000,0;54000,0;54000,0
9197109;1658;2022-09-15 00:00:00;ASS DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PARA DE MINAS;18.416.891/0001-27;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;54000,0;54000,0;54000,0
9197109;2569;2022-12-07 00:00:00;ASS DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PARA DE MINAS;18.416.891/0001-27;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;10800,0;10800,0;10800,0
9197110;297;2022-03-10 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PRATA;18.475.731/0001-59;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;72000,0;72000,0;72000,0
9197110;1660;2022-09-15 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PRATA;18.475.731/0001-59;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;72000,0;72000,0;72000,0
9197110;2571;2022-12-07 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PRATA;18.475.731/0001-59;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;14400,0;14400,0;14400,0
9197112;280;2022-03-10 00:00:00;ASSOCOACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CRISTAIS;23.775.059/0001-57;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;144000,0;144000,0;144000,0
9197112;1645;2022-09-15 00:00:00;ASSOCOACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CRISTAIS;23.775.059/0001-57;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;144000,0;144000,0;144000,0
9197112;2551;2022-12-07 00:00:00;ASSOCOACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CRISTAIS;23.775.059/0001-57;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;28800,0;28800,0;28800,0
9197113;300;2022-03-10 00:00:00;ASSOCIACAO DE PAIS E AMIGOS  DOS EXCEPCIONAIS;86.926.235/0001-24;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;63000,0;63000,0;63000,0
9197113;1662;2022-09-15 00:00:00;ASSOCIACAO DE PAIS E AMIGOS  DOS EXCEPCIONAIS;86.926.235/0001-24;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;63000,0;63000,0;63000,0
9197113;2573;2022-12-07 00:00:00;ASSOCIACAO DE PAIS E AMIGOS  DOS EXCEPCIONAIS;86.926.235/0001-24;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;12600,0;12600,0;12600,0
9197153;292;2022-03-10 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;00.662.901/0001-49;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;90000,0;90000,0;90000,0
9197153;1655;2022-09-15 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;00.662.901/0001-49;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;90000,0;90000,0;90000,0
9197153;2566;2022-12-07 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;00.662.901/0001-49;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;18000,0;18000,0;18000,0
9197154;283;2022-03-10 00:00:00;APAE FRUTAL;20.043.493/0001-54;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;81000,0;81000,0;81000,0
9197154;1647;2022-09-15 00:00:00;APAE FRUTAL;20.043.493/0001-54;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;81000,0;81000,0;81000,0
9197154;2553;2022-12-07 00:00:00;APAE FRUTAL;20.043.493/0001-54;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;16200,0;16200,0;16200,0
9197657;10;2022-02-14 00:00:00;ASSOCIACAO DE PROTECAO E ASSISTENCIA AOS CONDENADOS - FRUTAL/MG;07.409.988/0001-96;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS;1413974,73;1413974,73;1413974,73
