contratoconvenio_saida;numero_empenho;data_registro_doc_empenho;razao_social_credor;cnpj_cpf_credor_formatado;unidade_orcamentaria_codigo;unidade_orcamentaria_sigla;unidade_orcamentaria_nome;elemento_despesa_codigo;elemento_despesa_descricao;item_despesa_codigo;item_despesa_descricao;fonte_recurso_codigo;fonte_recurso_descricao;valor_despesa_empenhada;valor_despesa_liquidada;valor_pago_financeiro
9270028;61;2024-02-27 00:00:00;CONSORCIO INTERMUNICIPAL DE INFRAESTRUTURA DOS MUNICIPIOS DA AMAJE;22.835.076/0001-70;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;778300,23;778300,23;778300,23
9270069;205;2024-05-22 00:00:00;ASSOCIACAO DE PROTECAO E ASSISTENCIA AOS CONDENADOS - FRUTAL/MG;07.409.988/0001-96;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1355211,67;1355211,67;1355211,67
9270069;386;2024-11-14 00:00:00;ASSOCIACAO DE PROTECAO E ASSISTENCIA AOS CONDENADOS - FRUTAL/MG;07.409.988/0001-96;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;720000,0;720000,0;720000,0
9274491;177;2024-06-18 00:00:00;ASSOCIACAO ESCOLA FAMILIA AGRICOLA DE NATALANDIA;07.395.381/0001-02;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;7939879,2;7939879,2;7939879,2
9275473;32;2024-04-09 00:00:00;INSTITUTO DH:PROMOCAO, PESQUISA E INTERVENCAO EM DIREITOS HUMANOS E CI;09.583.515/0001-36;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1256837,92;1256837,92;1256837,92
9275473;33;2024-04-09 00:00:00;INSTITUTO DH:PROMOCAO, PESQUISA E INTERVENCAO EM DIREITOS HUMANOS E CI;09.583.515/0001-36;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;58651,37;58651,37;58651,37
9279539;168;2024-06-14 00:00:00;ASS. COMUN. DE DESEL. EDUC. FAMILIAR E AGROP. DE VEREDINHA;05.743.998/0001-38;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1378517,44;1378517,44;1378517,44
9279766;172;2024-06-14 00:00:00;ASSOCIACA ESCOLA FAMILIA AGRICOLA PURIS DE ARAPONGA;01.529.208/0001-65;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;604069,44;604069,44;604069,44
9279884;167;2024-06-14 00:00:00;AEFA DE CRUZILIA;05.586.859/0001-48;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1423792,7;1423792,7;1423792,7
9280525;242;2024-08-12 00:00:00;ASSOCIACAO EFA DE CARAI, CATUJI, ITAIPE E LADAINHA;11.562.703/0001-20;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1146183,04;1146183,04;1146183,04
9280731;263;2024-09-04 00:00:00;ASSOCIACAO ESCOLA FAMILIA AGRICOLA DE COMERCINHO;22.692.198/0001-54;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;473009,01;473009,01;473009,01
9280733;251;2024-08-19 00:00:00;MOV. PRO-ESCOLA FAMILIA AGRIC. VALE DO JEQUITINHONHA;22.695.209/0001-50;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;375309,45;375309,45;375309,45
9281647;259;2024-08-26 00:00:00;ASSOCIACAO ESCOLA FAMILIA AGRICOLA DA REGIAO DO VALE DO SAO FRANCISCO;07.355.853/0001-95;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;3531482,88;3531482,88;3531482,88
9281662;243;2024-08-12 00:00:00;ASSOCIACAO ESCOLA FAMILIA AGRICOLA DE JACARE;00.853.943/0001-67;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;278801,28;278801,28;278801,28
9281663;166;2024-06-14 00:00:00;ASSOCIACAO ESCOLA FAMILIA AGROECOLOGICA DE ARACUAI;02.653.355/0001-05;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1192649,92;1192649,92;1192649,92
9282809;245;2024-08-12 00:00:00;ASSOCIACAO EFA OESTE DO MUCURI;11.211.251/0001-31;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1208138,88;1208138,88;1208138,88
9282810;246;2024-08-12 00:00:00;ASSOCIACAO ESCOLA FAMILIA AGRICOLA DE JEQUERI;03.998.794/0001-12;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;518284,23;518284,23;518284,23
9282811;173;2024-06-14 00:00:00;ASSOCIACAO DA ESCOLA FAMILIA AGRICOLA DE CAMOES;02.908.563/0001-08;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;332416,92;332416,92;332416,92
9282814;253;2024-08-19 00:00:00;ASSOCIACAO ESCOLA FAMILIA AGRICOLA DO ALTO DO RIO PARDO;13.234.016/0001-00;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1239116,8;1239116,8;1239116,8
9282815;252;2024-08-19 00:00:00;ASSOC ESC FAMILIA AGRICOLA BAIXO MUCURI;28.963.034/0001-09;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;2261388,16;2261388,16;2261388,16
9282896;171;2024-06-14 00:00:00;AEFA PAULO FREIRE;05.527.283/0001-48;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;576665,88;576665,88;576665,88
9282922;174;2024-06-14 00:00:00;ASSOCIACAO ESCOLA FAMILIA AGRICOLA DE ERVALIA;05.765.786/0001-51;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;517093,02;517093,02;517093,02
9283126;169;2024-06-14 00:00:00;ASSOCIACAO REGIONAL ESCOLA FAMILIA AGRICOLA CARLOS SAAR;18.904.432/0001-92;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;375309,45;375309,45;375309,45
9283228;254;2024-08-19 00:00:00;ASSOCIACAO ESCOLA FAMILIA AGRICOLA DO MEDIO E BAIXO JEQUITINHONHA;03.593.777/0001-03;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;2044542,72;2044542,72;2044542,72
9283237;170;2024-06-14 00:00:00;ASSOCIACAO REGIONAL ESCOLA FAMILIA AGRICOLA MARGARIDA ALVES;09.604.761/0001-27;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;635047,36;635047,36;635047,36
9286353;244;2024-08-12 00:00:00;ASSOCIACAO ESCOLA FAMILIA AGRICOLA RENASCER;07.776.325/0001-00;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;150123,78;150123,78;150123,78
9286428;376;2024-06-18 00:00:00;AJUDA-ALIANCA JUIZFORANA PELA DEFESA DOS ANIMAIS;06.251.518/0001-84;1371;SEMAD;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1289999,5;1289999,5;1289999,5
9294182;383;2024-06-20 00:00:00;AJUDA-ALIANCA JUIZFORANA PELA DEFESA DOS ANIMAIS;06.251.518/0001-84;1371;SEMAD;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1723178,66;1723178,66;1723178,66
9301439;2546;2024-10-03 00:00:00;ASSOCIACAO CENTRO DE EDUCACAO TECNOLOGICA DO ESTADO DA BAHIA;02.663.026/0001-45;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;85;CONTRATO DE GESTAO;1;CONTRATO DE GESTAO COM ORGANIZACAO SOCIAL - OS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;4715446,04;4715446,04;4715446,04
9301441;2566;2024-10-15 00:00:00;ASSOCIACAO CENTRO DE EDUCACAO TECNOLOGICA DO ESTADO DA BAHIA;02.663.026/0001-45;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;85;CONTRATO DE GESTAO;1;CONTRATO DE GESTAO COM ORGANIZACAO SOCIAL - OS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;5030313,46;5030313,46;5030313,46
9301442;2763;2024-10-03 00:00:00;ASSOCIACAO CENTRO DE EDUCACAO TECNOLOGICA DO ESTADO DA BAHIA;02.663.026/0001-45;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;85;CONTRATO DE GESTAO;1;CONTRATO DE GESTAO COM ORGANIZACAO SOCIAL - OS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;2931954,78;2931954,78;2931954,78
9301442;3728;2024-12-16 00:00:00;ASSOCIACAO CENTRO DE EDUCACAO TECNOLOGICA DO ESTADO DA BAHIA;02.663.026/0001-45;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;85;CONTRATO DE GESTAO;1;CONTRATO DE GESTAO COM ORGANIZACAO SOCIAL - OS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9318006;1015;2024-12-23 00:00:00;PM AMPARO DA SERRA;18.316.174/0001-23;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;514000,0;514000,0;514000,0
9318094;29;2024-06-12 00:00:00;ASSOCIACAO COMUNIDADE TERAPEUTICA MAES & FILHOS;17.246.772/0001-00;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86953,8;86953,8;86953,8
9318094;102;2024-10-24 00:00:00;ASSOCIACAO COMUNIDADE TERAPEUTICA MAES & FILHOS;17.246.772/0001-00;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86953,8;86953,8;0,0
9318105;50;2024-06-18 00:00:00;COMUNIDADE REVIVER;26.232.447/0002-60;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86954,0;86954,0;86954,0
9318105;118;2024-10-25 00:00:00;COMUNIDADE REVIVER;26.232.447/0002-60;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86954,0;86954,0;86954,0
9318117;39;2024-06-14 00:00:00;ASSOCIACAO MAE ADMIRAVEL;22.691.398/0001-92;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86949,3;86949,3;86949,3
9318117;89;2024-10-24 00:00:00;ASSOCIACAO MAE ADMIRAVEL;22.691.398/0001-92;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86949,3;86949,3;86949,3
9318121;30;2024-06-12 00:00:00;ASSOCIACAO COMUNITARIA DE PREVENCAO AO USO INDEVIDO DE DROGAS;03.015.043/0001-39;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;78499,98;78499,98;78499,98
9318121;103;2024-10-24 00:00:00;ASSOCIACAO COMUNITARIA DE PREVENCAO AO USO INDEVIDO DE DROGAS;03.015.043/0001-39;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;78499,98;78499,98;78499,98
9318123;65;2024-06-19 00:00:00;SER SERVICO EVANGELICO DE REABILITACAO;20.734.505/0002-78;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86954,0;86954,0;86954,0
9318123;92;2024-10-24 00:00:00;SER SERVICO EVANGELICO DE REABILITACAO;20.734.505/0002-78;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86954,0;86954,0;86954,0
9318125;58;2024-06-18 00:00:00;FUNDACAO MARIANENSE DE EDUCACAO;22.390.686/0001-07;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86954,0;86954,0;86954,0
9318125;114;2024-10-24 00:00:00;FUNDACAO MARIANENSE DE EDUCACAO;22.390.686/0001-07;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;70168,07;70168,07;70168,07
9318128;52;2024-06-18 00:00:00;COMUNIDADE TERAPEUTICA FAMILIA EM CRISTO;19.215.751/0001-53;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86954,0;86954,0;86954,0
9318128;120;2024-10-25 00:00:00;COMUNIDADE TERAPEUTICA FAMILIA EM CRISTO;19.215.751/0001-53;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86954,0;86954,0;86954,0
9318129;60;2024-06-19 00:00:00;GRUPO SALVA VIDAS;23.098.718/0003-20;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86954,0;86954,0;86954,0
9318129;107;2024-10-24 00:00:00;GRUPO SALVA VIDAS;23.098.718/0003-20;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;78417,01;78417,01;78417,01
9318133;37;2024-06-13 00:00:00;ASSOCIACAO GRUPO SARAI;03.782.573/0001-02;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86954,0;86954,0;86954,0
9318133;87;2024-10-24 00:00:00;ASSOCIACAO GRUPO SARAI;03.782.573/0001-02;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86954,0;86954,0;86954,0
9318134;44;2024-06-17 00:00:00;C.R.J.F.C.D.-CENTRO DE RECUPERACAO JUIZ DE FORA CONTRA AS DROGAS;05.467.433/0001-75;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86954,0;86954,0;86954,0
9318134;98;2024-10-24 00:00:00;C.R.J.F.C.D.-CENTRO DE RECUPERACAO JUIZ DE FORA CONTRA AS DROGAS;05.467.433/0001-75;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;86954,0;86954,0;86954,0
